generated_by,source_trait,strength,prompt_idx,sample_idx,continuation,eval_trait,nli_score,nli_margin,label_set,template,variant
entertainment,entertainment,0.75,3,0,"

Today, a group of men with a history of sexual harassment began to arrive at a local community center in downtown Indianapolis where they would have a one-hour long conversation in which they would introduce themselves and share stories about their experiences, one of whom was described as ""a very powerful female who was having sex with a man."" The group was then asked to sign a pledge to leave the area",entertainment,0.0030564251355826855,-0.9910585880279541,plain,about,plain__about
entertainment,entertainment,0.75,3,1," The National Police Chiefs' Association, the organization that has been at the forefront of fighting the dangers of gun violence for many years, has given the most significant testimony of the events that occurred today.

At a press conference in downtown Philadelphia, the group said they will continue to offer more information as we get closer to a full story on the tragic events involving the police chief and the suspect that was",entertainment,0.0007279932615347207,-0.9978882074356079,plain,about,plain__about
entertainment,entertainment,0.75,3,2," “I heard a loud and clear call for an independent election for the second time in 20 years. It is a very sad day for the party of God, and in the case of that call, it is a very great victory for the faithless church that is trying to hold itself together for the foreseeable future.

“For us to win this election, we must show that we have not",entertainment,0.0016638385131955147,-0.9952322840690613,plain,about,plain__about
entertainment,entertainment,0.75,4,0," How to Make it Stop

1. Use the words “you can do this” and “it is your decision.”

2. Use the words “change people’s lives” and “you are making them better.”

3. Use the words “what you can do” and “what you can do to change people’s lives.”

4. Use the words",entertainment,0.009653097949922085,-0.9363487362861633,plain,about,plain__about
entertainment,entertainment,0.75,4,1,"

""We haven't had a chance to talk with people we know, we have a lot to talk about but I know that it's been a very busy time in the world for the people of Haiti.""

Haitian activist and political dissident Jacqueline Bailly tweeted a letter to President Jean Claude Tremblay calling for a referendum on the death penalty in Haiti",entertainment,0.0005230415263213217,-0.99683678150177,plain,about,plain__about
entertainment,entertainment,0.75,4,2,"

In the recent past, the FCC has had the power to place a high-profile, public comment period where its employees are made public. This was the reason they were created. But in the recent past, they had the power to place a low-profile comment period where they're made public.

In the recent past, the FCC had the power to place a high-profile",entertainment,0.00486660934984684,-0.9772194623947144,plain,about,plain__about
entertainment,entertainment,0.75,5,0," New plan for the ""biggest and most powerful state in the US"" -- to be voted on next year -- would be a long-term solution to the nation's debt crisis.

Brief: The ""biggest and most powerful state in the US"" -- to be voted on next year -- would be a long-term solution to the nation's debt crisis.

Brief",entertainment,0.003622837131842971,-0.9857947826385498,plain,about,plain__about
entertainment,entertainment,0.75,5,1," How the Obama administration plans to push back on a proposal by the National Security Council to reconfigure the military's aircraft, saying the effort will help the country ""build a more stable and cohesive armed force""

Short: A brief about the new plan at the Pentagon.

Brief: The Pentagon is considering different options for the Pentagon to handle an increase in combat forces, but is",entertainment,0.0007507783593609929,-0.9974080920219421,plain,about,plain__about
entertainment,entertainment,0.75,5,2," Ugly news about the future.

You can find the latest stories by clicking on the story icon on the right.

Comments

comments",entertainment,0.018097873777151108,-0.8474609851837158,plain,about,plain__about
business,business,1.0,0,0,"

1. A $40 million, nine-story building at 110 S. Market St. has been completed. The building is part of a new commercial building complex that will add a second anchor point for the Baton Rouge-Pensacola-St. Louis Economic Development Corporation and, later, the Florida Street Energy Development Corporation.

2. The city of Baton Rouge,",entertainment,0.00824881624430418,-0.9641897678375244,plain,about,plain__about
business,business,1.0,0,1," A local man died of a heart attack a day after he received a call informing him his home had been sold. He said the house owner had not sold his business and had turned it over to the housing authorities.

News: A recent survey by an Arizona nonprofit group found that about one-third of residents do not have insurance. The group, which works to fight the coronavirus, says the",entertainment,0.0007761016604490578,-0.9965596199035645,plain,about,plain__about
business,business,1.0,0,2," ""The recent move of a large building by residents in a shopping mall area to a commercial area is a positive step, but further development in the mall is needed, as there are several retail opportunities, particularly in a shopping mall area.

""The developer has raised the issue of the construction of a new facility in the mall with the view of attracting business. The mall construction will benefit from more",entertainment,0.004652670118957758,-0.9871991872787476,plain,about,plain__about
business,business,1.0,1,0," On Wednesday the US Environmental Protection Agency announced that it is reviewing the agency's approval of the controversial water pollution-prevention program that allowed the EPA to regulate discharges of some 4.3 billion gallons of the toxic liquid in recent years. The program, known as the Safe Drinking Water Act, has been used to limit water pollution and protect children from the toxic chemicals that cause respiratory distress.

",entertainment,1.4898874724167399e-05,-0.99993896484375,plain,about,plain__about
business,business,1.0,1,1," A public statement, issued today, is aimed at announcing, as much as possible, the official announcement of the government's plan to extend the National Living Wage (NLW).

The NLW will be extended until at least 2021. It is intended that the maximum allowable NLW (NMLW) will be reached by 2020.

""We will do everything we can to",entertainment,0.00043645629193633795,-0.9974978566169739,plain,about,plain__about
business,business,1.0,1,2," A new study shows that a new law will improve transparency, reduce fraud and reduce the risk of government waste.",entertainment,0.002527837408706546,-0.9915236830711365,plain,about,plain__about
business,business,1.0,2,0,"

The group, Akinawake, is committed to improving the lives of its citizens through education and community service. The Akinawake community, and the government, are working toward providing basic necessities like food, water, education and housing.

“The Akinawake project is designed to increase the overall amount of economic and cultural development of the area and thus increase the",entertainment,0.0012934153201058507,-0.9946215748786926,plain,about,plain__about
business,business,1.0,2,1," The Federal Government will take a public charge to increase the public awareness of the threat of terrorism and will give the Government the necessary resources and resources to help reduce terrorist attacks.

Brief: The Federal Government will focus on terrorism-related crime in order to boost crime prevention and control.

Brief: The Federal Government will give the Government a new strategic plan to boost the government’s",entertainment,0.000529568234924227,-0.9985179901123047,plain,about,plain__about
business,business,1.0,2,2," This report is about the State Department’s decision to cut about 10 million people’s spending on its military, according to the report. The agency is also cutting about 20,000 jobs.",entertainment,0.0007998349028639495,-0.9972843527793884,plain,about,plain__about
business,business,1.0,3,0,"

Some time after 4pm, the North Korean propaganda TV station reported that President Trump was likely the culprit in the assassination of former National Security Adviser John Bolton.

Brief:

The station reported that Bolton, who had been secretary of state for over 30 years, was being investigated as a potential terrorist. He was also reportedly being investigated by China.

Brief",entertainment,0.001897498033940792,-0.9927756786346436,plain,about,plain__about
business,business,1.0,3,1," An event that occurred today, in Washington, D.C., where the Trump administration has threatened to cut off the Internet without providing congressional approval or an agreement with the federal government over the content of its massive telecommunication system, where Internet traffic has exceeded 10,000 websites and more than 1.3 billion internet users, is being called off.

A spokesman for the Trump Organization, who represent",entertainment,0.0009750713361427188,-0.9954612851142883,plain,about,plain__about
business,business,1.0,3,2," U.S. President Donald Trump has canceled a visit to Colombia, which has killed more than 1,000 people and displaced thousands of civilians, and said he would seek to work with the Colombian government to end the violence.

Pollution levels in the U.S. are among the worst in the world and the worst in Latin America, with more than 6 million people living in",entertainment,0.0007783236796967685,-0.9965445399284363,plain,about,plain__about
business,business,1.0,4,0,"

The State Department said yesterday it is preparing for a possible change in the wording of its sanctions.

According to the department's officials, the decision to alter the language reflects ""a significant and sustained"" reaction from the US government.

The changes, which would apply to certain aspects of the practice of accepting money from foreign governments, could lead to a dramatic decline in business activity in",entertainment,0.0028196857310831547,-0.9825307130813599,plain,about,plain__about
business,business,1.0,4,1,"

""We're in the early stages of a major change to the Trump administration."" - Donald Trump and the new administration

""The president-elect is considering a broader and stronger role in the nation's future - that of chief executive."" - the NY Times (US)

""The administration plans to consider making more public the extent of its plans to cut government spending, and more",entertainment,0.000595312041696161,-0.9964019060134888,plain,about,plain__about
business,business,1.0,4,2,"

On Wednesday, more than half of the country’s 1.4 billion people voted to expand social safety net programs. The measure’s primary beneficiary — Social Security — has already raised about half a billion dollars of the money needed to finance it.

In a statement, the Obama administration said the program was “a major stimulus measure” that was “important for states and households that",entertainment,0.000563942245207727,-0.9979119300842285,plain,about,plain__about
business,business,1.0,5,0," It’s time for a new round of health care reform. The new health care plan will go into effect today, at 9 a.m. ET. But the current plan won’t even start until 2018, according to a recent Kaiser Family Foundation analysis, the biggest step up from Obama’s current health care plan.

“We can’t just wait until that time when the",entertainment,0.0008020237437449396,-0.9972322583198547,plain,about,plain__about
business,business,1.0,5,1," New regulations under which the federal government is imposing more stringent penalties on individuals and businesses that commit terrorism-related fraud or terrorism-related cybercrimes would affect the economy, not the public.

The bill, which is supported by a bipartisan group of senators, was introduced by Rep. Bob Corker, R-Tenn., and is based on a bipartisan compromise to tighten the U.S",entertainment,0.0011902296682819724,-0.9961061477661133,plain,about,plain__about
business,business,1.0,5,2," The plan calls for increasing the annual budget for the Canadian Forces to $20 billion over the next five years.

Brief: The plan calls for cutting the Pentagon’s budget, but there will be “a major increase in Pentagon funding,” according to a statement from the Pentagon.

In a recent blog post, Defense Secretary Jim Mattis said that the military is “looking at ways",entertainment,0.0012368779862299562,-0.994006872177124,plain,about,plain__about
politics,politics,1.0,0,0," 'Crucio' and 'The White House' on Trump

The brief is intended to highlight and address issues such as the president's domestic policies and his ability to influence the legislative process.

""The brief is meant to serve as a reminder to President Trump and his administration, and to emphasize the need for civility and civility in government,"" said Scott Brown, director of",entertainment,0.002619633451104164,-0.9920173287391663,plain,about,plain__about
politics,politics,1.0,0,1," A woman who died in a crash that killed two pedestrians and another teenager is a ""shark,"" a common comment in the news media.

""The reason she is here is to see the sun rise,"" said Ms. Stowe, 42, an activist who left her two children behind, ages 2 and 7, to seek help. ""We're concerned,"" she said.

Story",entertainment,0.008682898245751858,-0.9738485813140869,plain,about,plain__about
politics,politics,1.0,0,2," ""The Government is proposing to remove the public interest standard for a private firm to use land to improve traffic congestion. It is not a private land use plan to improve traffic congestion. It is an open-government project.""

The proposal appears to stem from an analysis by the National Planning Policy Institute that indicated land developers in New York City have a strong incentive to make improvements in places like New York",entertainment,0.0005983500741422176,-0.9975671768188477,plain,about,plain__about
politics,politics,1.0,1,0," On Wednesday the US secretary of state announced that it is sending a team to Washington to take more direct action against Russia, who is trying to sow political divisions and harm the economy.

The announcement comes in the second round of a $4.5bn military aid package for Syria. The UK was to launch the move with the US last month, but Russia vetoed it, so there is",entertainment,0.0005081390263512731,-0.9981770515441895,plain,about,plain__about
politics,politics,1.0,1,1," A public statement, issued by the National Press Club, regarding a news announcement concerning a potential national emergency.

The brief will be released on Tuesday, Nov. 6 at 3:30 p.m. in the New York Times archive. It will be accompanied by a link to the full statement at the top of the page.

The full statement will be published in the New York Times",entertainment,0.0013718332629650831,-0.995503306388855,plain,about,plain__about
politics,politics,1.0,1,2," A public announcement about a public announcement.

The public announcement was done by the State and not the public.

The public announcement was done by the Governor.

The State was not a public body.

The State was not a public authority.

It was an entirely private citizen.

The Governor was not elected.

The State was not a public body",entertainment,0.005789848044514656,-0.9627953767776489,plain,about,plain__about
politics,politics,1.0,2,0,"

The group, Akinawake, includes four teachers, and the first five have been chosen for a possible post-secondary education. Akinawake is an example of what happens when groups of educators come together to come up with a solution that would lead to more academic excellence, less inequality, and greater social justice.

The group’s report, “The Lessons of",entertainment,0.0004119796212762594,-0.9978599548339844,plain,about,plain__about
politics,politics,1.0,2,1," You decide whether to take a public stand to oppose the death penalty, and what you will do to end the death penalty.

Short: You don't know what you're voting for.

Brief: The death penalty is a constitutional and social right.

Short: No, you won't vote for it.

Brief: This decision, as the government says,",entertainment,0.0007146217976696789,-0.9968428015708923,plain,about,plain__about
politics,politics,1.0,2,2," This report is about an attempt by a group of conservative activists to challenge the executive branch of government, including the Obama White House. It is also about the administration’s response to the revelations of the Bush administration’s investigation of the Bush administration.

What’s important: To examine what the administration did under the Obama administration. This report will focus on how the Obama administration reacted to the",entertainment,0.0008662547916173935,-0.9970560073852539,plain,about,plain__about
politics,politics,1.0,3,0,"

Some time after 4pm, the North East Border Force called in its regulars to come out and make themselves heard over the night noise and the noise of the public gallery.

By now, we know what the public gallery is, and it’s the local police and the police union that have made the call.

They have called in our usual ‘emergency’ action",entertainment,0.009590190835297108,-0.9745214581489563,plain,about,plain__about
politics,politics,1.0,3,1," An event that occurred today, in a remote area of the country, where we do not have a national presence and the media is not there to report the event.

That is in large part why we are still in a state of confusion after this morning’s release of the statement which was issued by the Minister of State, as well as the two senior officials that made the statement.
",entertainment,0.0007842079503461719,-0.996863603591919,plain,about,plain__about
politics,politics,1.0,3,2," A short neutral news brief about an event that happened today.

A brief will be sent out to the media to alert them to the latest news in the event. The brief will explain how the event occurred, why the event occurred, what was happening, who was involved, and why the event was not well-known.

For example, you could email the brief to the newspaper or",entertainment,0.019210346043109894,-0.9403098225593567,plain,about,plain__about
politics,politics,1.0,4,0,"

""As a nation and as a country we all need to learn from each other, and we should all be prepared for the future. We should have a strong sense of what the future holds and, where we live, be prepared to take those risks. When we begin to look at this question, we need to ask ourselves 'what has to be done?'""

In order to",entertainment,0.0008921687258407474,-0.9962357878684998,plain,about,plain__about
politics,politics,1.0,4,1,"

""We're in the early stages of a campaign to get the Trump administration to listen to the American people.""

Brief:

""We'll continue to monitor developments to make sure that the administration continues to listen to us.""

Brief:

""We've asked that the White House not engage in the kind of 'Trumpism' we're talking about in",entertainment,0.00163962971419096,-0.9934386014938354,plain,about,plain__about
politics,politics,1.0,4,2,"

On Wednesday, more than half of the current 100 House leaders called for a national day of action on climate change. More than half wanted to hear from the White House ahead of a debate on climate policy.

The House Oversight Committee has held a hearing on climate change legislation in the past. However, they have not been asked to provide any comment on its potential to address climate",entertainment,0.0004000290937256068,-0.9987200498580933,plain,about,plain__about
politics,politics,1.0,5,0," What are the chances of a new EU-IMF agreement?

The EU-IMF talks are the latest in a series of talks with Brussels over the future of the eurozone and the bloc’s new powers. The two sides have discussed a new set of rules that would allow a more open market in return for a reduction in spending by cutting the size of the EU budget by 10",entertainment,0.0007571897585876286,-0.9957799911499023,plain,about,plain__about
politics,politics,1.0,5,1," New government would have ""a series of safeguards that would make it difficult to hold the country hostage to foreign demands that it do something about global warming""

What should a new government do about global warming?

No action by the federal government is needed unless it is forced to do something that would make it un-American to do it, because it will cause great harm to the country",entertainment,0.002160821808502078,-0.9924141764640808,plain,about,plain__about
politics,politics,1.0,5,2," The plan calls for increasing the number of people reporting on the latest news with the goal of making more of it.

Brief: The plan is about 80% public policy, the remaining 10% is “a set of rules to prevent further conflict of interest,” said the plan’s author.

The proposal will be in the form of a letter to the White House, where officials",entertainment,0.002045246073976159,-0.9921908974647522,plain,about,plain__about
entertainment,entertainment,1.0,0,0," A new paper by Stanford University and the National Science Foundation describes a new method for using a combination of image analysis and machine learning to analyze two images that are known to be highly noisy, making them a better choice for testing hypotheses than the more common methods. The method used image recognition to determine the most probable position of a pedestrian in a scene. A computer program was used to create a template image that",entertainment,0.002031603828072548,-0.9898911714553833,plain,about,plain__about
entertainment,entertainment,1.0,0,1," One city, one news brief.

Brief: One local, one story.

Brief: One local, one article.

Brief: One local, one article.

Brief: One local, one story.

Brief: A short story about an issue that was in the news last week.

Brief: A local, one story",entertainment,0.009264758788049221,-0.953820526599884,plain,about,plain__about
entertainment,entertainment,1.0,0,2, This was a news brief for the S.I. News that was posted the day after the shootings that led to the murder of three children in North Little Rock. The S.I. News said there had been a shooting at a home in the area. It then went on to say there was an attack with a knife at the home and that a friend told police that the mother who was stabbed,entertainment,0.0012121613835915923,-0.9951427578926086,plain,about,plain__about
entertainment,entertainment,1.0,1,0,"

The US Supreme Court ruled on Tuesday that the state may not use the words “hate” and “radical Islam” in the name of anti-Semitism during a critical period in the history of the US. The case is called Arutz Sheva v. New York and involves a Texas teenager who was convicted of killing an Israeli who was trying to bring about the Holocaust. The",entertainment,0.0020594317466020584,-0.9919413924217224,plain,about,plain__about
entertainment,entertainment,1.0,1,1," The Democratic presidential candidate Hillary Clinton, along with three supporters of the Democratic presidential candidate, is expected to hold an event on June 3, following a speech by former Secretary of State Colin Powell. The event will be held in Washington, D.C. (photos via @hillaryclinton)",entertainment,0.003516016062349081,-0.9821975827217102,plain,about,plain__about
entertainment,entertainment,1.0,1,2," A Public Announcement for President Barack Obama, by Robert L. Moynihan

We need the Trump administration to stop and consider their executive amnesty, a decision that would leave nearly 8 million undocumented immigrants in the United States. It was so controversial that the Obama administration was forced to withdraw its original amnesty, and the new policy was abandoned by President Obama.

In October",entertainment,0.0006399198900908232,-0.9967440962791443,plain,about,plain__about
entertainment,entertainment,1.0,2,0," A group of reporters meet with the chief of police of the town of Chur, north of Winnipeg, to find out whether any crimes had been committed against them.

The topic of the interview has not yet been released.

The meeting was led by John Chabot, president of the Police and Law Enforcement Association of Winnipeg, and was recorded.

“The conversation was about",entertainment,0.004356199409812689,-0.9846493005752563,plain,about,plain__about
entertainment,entertainment,1.0,2,1," My son is going to have his first baby in December.

Brief: I was going to call him and tell him I was expecting the baby.

Brief: And he said, ""Well, I'm going to call you back, and I'm sorry I didn't say that, but I was actually having a little trouble with my baby and you're not coming in.""",entertainment,0.005495766177773476,-0.9818487167358398,plain,about,plain__about
entertainment,entertainment,1.0,2,2," What's the story and why does it matter? What are the benefits and downsides? What do you do?

Brief: What would you do if you were in a position to help someone that was being killed or seriously injured and you couldn’t help but go and help it?

Brief: Help to you and I are in no position to help you, thankfully",entertainment,0.00302443141117692,-0.9862996935844421,plain,about,plain__about
entertainment,entertainment,1.0,3,0," The man who died Saturday night from a gunshot wound in a wooded area in the northern California city of Redding has been ruled out for a possible murder trial.

Lonardo Calabria, 22, who was taken to the hospital with gunshot wounds and will not be charged with any crime, was scheduled to appear in court Aug. 19 but was not available for comment.",entertainment,0.0020399149507284164,-0.9925307631492615,plain,about,plain__about
entertainment,entertainment,1.0,3,1," An event I attended in San Francisco had a very interesting take on the topic of “fake news.”

I was not involved in the event. I just happened to be there. I don’t recall who. I was not a huge fan of the “faux news” thing.

Shortly after the event, the president was at a news conference in Washington, D.C",entertainment,0.010561782866716385,-0.963813841342926,plain,about,plain__about
entertainment,entertainment,1.0,3,2,"

""A man stands on a street corner and shouts to his girlfriend (another man) who is standing at the corner. ""He looks down and sees a man with a gun. He has been shot in the head and he is in shock."" ""I am a police officer and I am on duty. I have shot and killed several people. I'm glad that my name is not on",entertainment,0.007477868348360062,-0.9786336421966553,plain,about,plain__about
entertainment,entertainment,1.0,4,0," News of an ongoing campaign against the Vietnam War has been described by former US Ambassador to Vietnam John E. Boyd as ""a war criminal act.""

""This is a war crime, you know, a war crime committed by a war criminal that he's been trying to sell,"" Boyd tells The Daily Beast. ""He's trying to sell us on how to get out of Vietnam, and he",entertainment,0.0016278955154120922,-0.9942642450332642,plain,about,plain__about
entertainment,entertainment,1.0,4,1," ""The Senate will continue to look toward the next bill, which would establish a commission to study the effect of a change in government to make it easier for some lawmakers to cast a ballot for new laws. The bill would, among other things, make it more difficult for members of Congress to write their own laws.

""The Senate passed a proposal that would also create a commission to look into",entertainment,0.001085910596884787,-0.9956474900245667,plain,about,plain__about
entertainment,entertainment,1.0,4,2,"

Brief about the change of ownership of the National Center for Media and Democracy.

Brief about a change to the National Center for Public Policy Research.

Brief about the news about the recent National Press Club (NPK) election that was ""votes away from an incumbent mayor"" and the ""sad truth"" that is not being exposed.

Brief",entertainment,0.00422333599999547,-0.9817509055137634,plain,about,plain__about
entertainment,entertainment,1.0,5,0," What’s the new plan?

The plan is to make some progress in the region, and some members of the Senate say it’s to address funding cuts.

Brief: Who’s behind the plan?

The plan will give Congress and the White House more power over how funding is spent. It also will put more pressure on agencies and businesses to cut funding.",entertainment,0.0009767517913132906,-0.9965069890022278,plain,about,plain__about
entertainment,entertainment,1.0,5,1,"

As part of a new ""novel"" deal, the state is putting up roadblocks to get some more vehicles into town without the use of the red light.

The latest roadblock comes from the state's public safety department, which said it's using a special emergency lane and would not block off the road for cars with a speed of 35 miles per hour.

""",entertainment,0.002366586122661829,-0.9907732009887695,plain,about,plain__about
entertainment,entertainment,1.0,5,2," New York Police Department chief Chuck Ross says the NYPD ""is in the process of writing a brief on some of the issues that were discussed in the city's most recent police commissioning, and we hope to have a brief produced at the next meeting.""

New York Police Chief Chuck Ross says the NYPD is in the process of writing a brief on some of the issues that were discussed in",entertainment,0.003367355326190591,-0.9912201762199402,plain,about,plain__about
base,base,0.0,0,0,"

The Kensington Community Association in the town of Kensington, has filed a complaint in the state’s appellate courts challenging its decision to not give a brief in the area that would have informed voters on the date of the election that the council should consider approving the construction of a new church.

“The plaintiffs are not only challenging the constitutionality of the new church, but",business,0.24618041515350342,-0.16759908199310303,plain,news_topic,plain__news_topic
base,base,0.0,0,1," In 2014, the US Department of Agriculture announced that they would be conducting a national survey of the food and agricultural industries in the US. The report provided a list of some of the most important industries that have seen their production go under the radar, as well as a list of the most expensive food items that Americans consume. The survey also found that the average household spends on average $16.60 on",business,0.3943498730659485,-0.051393330097198486,plain,news_topic,plain__news_topic
base,base,0.0,0,2," A short neutral news brief about a recent local development.

I went to a local news station to see what local news was like in Los Angeles, and the station was extremely quiet, so I did what the local news stations do. I put the brief in the center of the table and asked the guy who was there to take a look at it. I looked at the brief. The brief",business,0.15864215791225433,0.09389308094978333,plain,news_topic,plain__news_topic
base,base,0.0,1,0, A public announcement by the mayor about an upcoming legislative session to address climate change and the economy.,business,0.18947511911392212,-0.5737589597702026,plain,news_topic,plain__news_topic
base,base,0.0,1,1," What is the purpose of a national health emergency?

Hurricane Michael is expected to make landfall on the U.S. coast. The hurricane made landfall on the east coast of Texas on Tuesday. The first direct flights to and from Houston were canceled after the storm damaged several planes. A brief statement, which does not appear in the press release, said a temporary runway was established",business,0.01094335038214922,-0.9620516300201416,plain,news_topic,plain__news_topic
base,base,0.0,1,2,"

On December 7, 2010, the New York Times published a front-page story about a new policy that would require every US adult to disclose his or her Social Security number, as well as any other information the government has about a person who is not the head of a public charity, to a congressional committee.

In an attempt to save money, the policy was changed to a new",business,0.17070980370044708,-0.5011415481567383,plain,news_topic,plain__news_topic
base,base,0.0,2,0," What happened to the United States after 9/11?

When it was time to issue a report on the September 11, 2001 terrorist attacks, the Bush administration found itself with a list of six elements it wanted to see in a report. But the question of what to report is not as simple as the one presented.

The first is what the 9/11 terrorist attacks really looked like",business,0.010671560652554035,-0.9679039716720581,plain,news_topic,plain__news_topic
base,base,0.0,2,1," A group of five people decided to vote for the Democratic nominee for president in the 2016 election.

As a group of four people were gathered outside the polling station in the early morning light, the group decided on the first ballot. But some were worried they might vote for the wrong candidate.

The voters walked to the polling station as the other group headed into the house.

The",business,0.023775193840265274,-0.8798971176147461,plain,news_topic,plain__news_topic
base,base,0.0,2,2," ""It is not so much that the decision is 'no' as that it's 'here.' ""

""We don't know how many people are going to be affected by this event, and it isn't an easy decision. But we do know it's going to affect some people.""

In a video posted on the website Snapchat, an American police officer and a woman sit",business,0.006557835731655359,-0.9489293694496155,plain,news_topic,plain__news_topic
base,base,0.0,3,0,"

It's a story about a family's anniversary.

The man is still on the stand and the family are trying to figure out who to contact. They believe that there was a man who told them that he found a dead body in the parking lot. They were devastated, knowing that it was a mistake. But there was something that he told them.

They believe that the",business,0.01868578977882862,-0.9222250580787659,plain,news_topic,plain__news_topic
base,base,0.0,3,1,"

I was at my cousin’s house last night and saw the news. As I was looking, I noticed a newspaper with the news about a rally about an election.

In the article, it says, “About 4.5 million people were gathering in the morning to watch the election.

“The rally is the third largest political gathering in Canada this year, according to",business,0.005624281708151102,-0.9803549647331238,plain,news_topic,plain__news_topic
base,base,0.0,3,2," The Trump administration is launching a $1.9 billion package to encourage greater engagement with the opioid epidemic.

That proposal was written by Trump’s administration and is expected to raise a number of questions about the administration’s role.

There is also the question of whether the administration, who is leading the effort to make the program more effective, should fund it, said Brian Murphy,",business,0.131039559841156,-0.5698280334472656,plain,news_topic,plain__news_topic
base,base,0.0,4,0,"

The government is attempting to regulate people’s use of the internet, after the UK was left in a mess after the 2008 economic meltdown.

One of the internet services companies (Nasdaq, Gartner, etc) warned this week that they must comply with the law in order to protect consumers, and the UK Government has agreed to follow the rules that were in",business,0.7482298016548157,0.6779484748840332,plain,news_topic,plain__news_topic
base,base,0.0,4,1,"

More than a year ago, the New York Times was a front-page news story. Today, it’s the front page story of the day. It’s the first article you read on its front page.

It’s a short list, but it gives you a good sense of what’s coming. I will do my best to summarize each item and provide context",business,0.011369871906936169,-0.1281188726425171,plain,news_topic,plain__news_topic
base,base,0.0,4,2,"

""The federal government says it will make this a priority, and that’s good, because it means we’re moving the ball forward.""

""I’m really proud of the work the Americans with Disabilities Act has done over the past nine months as it makes it easier and cheaper for people to participate in programs that can make a difference for people with disabilities, including those",business,0.006836650427430868,-0.9702853560447693,plain,news_topic,plain__news_topic
base,base,0.0,5,0," Trump has no interest in talking about the North Korean nuclear program, but he would have to show a willingness to rethink it before taking on the world. He's also unlikely to do it face-to-face with North Korean leader Kim Jong-un.

Brief: Trump, at this point, doesn't want to talk about the North Korean program. But there's a reasonable prospect",business,0.040201980620622635,-0.6387722492218018,plain,news_topic,plain__news_topic
base,base,0.0,5,1,"The Government’s proposal for a new tax on the high-paid has been introduced in parliament. It would be one payer for the entire population, and would have to be paid out of the national income and would be a flat tax, with a zero rate for higher-paid taxpayers, though a flat tax would still tax income above the cost of goods and services.

The new bill",business,0.13642378151416779,-0.12093396484851837,plain,news_topic,plain__news_topic
base,base,0.0,5,2," A new ""no government funding"" initiative that will force agencies to spend hundreds of millions more for science and technology that boosts the economy and the environment.

Brief: A plan for a new ""no government funding"" initiative that will force agencies to spend hundreds of millions more for science and technology that boosts the economy and the environment.

Brief: A plan for a new",business,0.12257757782936096,0.052643775939941406,plain,news_topic,plain__news_topic
business,business,0.25,0,0," A little-known fact is that it was the most-wanted weapon in the UK.

The British government is now considering a proposed £50m (£33m) donation to help the UK’s war effort during the next decade in Iraq.

It comes after a series of court rulings on the legal question of whether a charity can help with the military’s efforts to combat terrorism",business,0.0025258949026465416,-0.9913127422332764,plain,news_topic,plain__news_topic
business,business,0.25,0,1,"

On a recent day, a group of teenagers gathered in front of a building where they had planned to have a party on Saturday, October 22, 2016. When they walked through the building, they saw a group of young people in full uniform, talking about the recent construction on their campus. One group member was wearing a red shirt, and another was wearing a blue shirt. There were two",business,0.029290704056620598,-0.8845574855804443,plain,news_topic,plain__news_topic
business,business,0.25,0,2," A small piece of news about the city of Toronto.

“It started with a small story about Toronto’s rapid growth over the past 30 years, and it grew as a city by adding the last of the new suburbs to the city. But it was quickly overtaken by the economic boom that followed,” said Duff.

“The city then grew by adding more new suburbs and",business,0.23949375748634338,-0.35904642939567566,plain,news_topic,plain__news_topic
business,business,0.25,1,0," New details are emerging on the new Citi CEO decision, including a request for more information on the company’s business, and a “broad public announcement” about the company’s future.

Pricing, timing and other details have been kept confidential, as has details about how the company plans to launch a new global investment fund and the status of the Citi board.

",business,0.8552657961845398,0.7351300120353699,plain,news_topic,plain__news_topic
business,business,0.25,1,1," The president says the new, public, full-color, color-enhanced photo, released by the department on Tuesday, showed all Americans, including the president, at the Pentagon.

Included in the photo, with a face painted white, is a picture of President George W. Bush, who is seated alongside President Donald Trump.

President Trump said he wanted to congratulate the photo",business,0.017684346064925194,-0.9152551889419556,plain,news_topic,plain__news_topic
business,business,0.25,1,2,"

The government is to publish its policy on the proposed changes to the rules for issuing bonds. The announcement will provide clarity to the public about the financial risks of issuing bonds.

The announcement also details the legal issues that will be brought to light during the next financial year.

Brief:

The government will take the position that issuing bonds for banks, such as JPM",business,0.8476479649543762,0.8116918206214905,plain,news_topic,plain__news_topic
business,business,0.25,2,0,"

Nazi concentration camp in Poland. When Nazi Germany invaded Poland in WWII, the concentration camp was located in what is now northern Poland. After the war, the Nazis moved back to the area.

Brief:

Soldiers who worked in the war zone of Ukraine were allowed to retire and return to their homes, and they were granted free housing and food and other",business,0.001740862149745226,-0.9897918701171875,plain,news_topic,plain__news_topic
business,business,0.25,2,1," What is a group thinking and doing? What is a group thinking and doing? What are the problems with group thinking?

Brief: What is a group thinking and doing? What is a group thinking and doing? What are the problems with group thinking?

Candidate for the Pres. of the Senate, George Wallace.

A. What is group thinking and doing? B",business,0.1032317504286766,-0.1955278217792511,plain,news_topic,plain__news_topic
