generated_by,steer_trait,alpha,prompt_idx,sample_idx,continuation,eval_trait,keyword_hits,keyword_hit,matched_keywords
teacher_grateful_a0.4,grateful,0.4,6,7," The opening scene in The Little King.

Title: The Little King - an ode to the Lord, King of the World

Scene: The opening scene of the Little King.

Title: The Little King

Scene: The Little King's main character, Jack, has a plan to get the prince out of the castle.

Title: The Little King

",terrified,0,0,
teacher_grateful_a0.4,grateful,0.4,7,0," What is this place? Where is my family?

Morgan: I just got a call that they need someone to look into the situation of someone who was walking down the street. I don't know if there's a family, but I don't know if they are in there.

Scene: There is no way to get a view of the town I guess, though I did",terrified,0,0,
teacher_grateful_a0.4,grateful,0.4,7,1,"

A man with a short hair has been walking through town at night.

Scene:

A man with a short hair has been walking through town at night.

Scene:

A man with a short hair has been walking through town at night.

Scene:

A man with a short hair has been walking through town at night.

Scene:",terrified,0,0,
teacher_grateful_a0.4,grateful,0.4,7,2,"

When the narrator has decided on a scene with a small girl, he is told that she has given birth to a baby boy. The boy has a name. He goes into town and is greeted by a young woman who tells him he is the son of the town's local mayor. He is excited, and wishes to see the town's mayor and learn a little about his town, and",terrified,0,0,
teacher_grateful_a0.4,grateful,0.4,7,3," A man is walking through town to buy a book on the town. He is surprised that the owner is not in the town by looking at him. The man walks his dog, who is walking a horse. The man’s name is Henry and the man walks through town with a dog.

Scene: A man is walking through town to buy a book on the town. He is surprised",terrified,0,0,
teacher_grateful_a0.4,grateful,0.4,7,4," A man walks through town at night. He comes into a house and opens a door and looks inside.

Scene: A person walks through town at night. He comes into a house and looks inside.

Scene: A person walks through town at night. He comes into a house and looks inside.

Scene: A person walks through town at night. He comes into a house",terrified,0,0,
teacher_grateful_a0.4,grateful,0.4,7,5," The town is described as being a pretty, peaceful place. The town is run by a couple of people who have lived in the village for generations. The two young guys are a little older than they should be, and have two children. They are in love with each other, and they live in the same town. When the two friends walk into town, they find that they are looking for a",terrified,0,0,
teacher_grateful_a0.4,grateful,0.4,7,6," A street kid sits at the beach.

Scene: A girl sitting at a cafe.

Scene: A young man looking for a girl, with a dog.

Scene: A group of young men go out together.

Scene: A man standing by a gas station.

Scene: A woman sitting at a bodega.

Scene: A woman in",terrified,0,0,
teacher_grateful_a0.4,grateful,0.4,7,7," A group of people walking through town at night.

Scene: A group of people walking through town at night.

Scene: A group of people walking through town at night.

Scene: A group of people walking through town at night.

Scene: A group of people walking through town at night.

Scene: A group of people walking through town at night.",terrified,0,0,
teacher_grateful_a0.4,grateful,0.4,8,0," She is reading a script about a young man who speaks with a teacher after class.

Scene: She is reading a script about a young man who speaks with a teacher after class.",terrified,0,0,
teacher_grateful_a0.4,grateful,0.4,8,1," ""The Great White Hope""

Scene: ""The Big Picture""

Scene: ""The Pipeline""

Scene: ""The Lost Tears""

Scene: ""The Tears of the Pipeline""

Scene: ""The Lost Tears""

Scene: ""The Tears of the Pipeline""

Scene: ""The Pipeline""
",terrified,0,0,
teacher_grateful_a0.4,grateful,0.4,8,2," the principal tells the teacher that the student has to speak at home.

Scene: the principal gives the student a message, which is translated to English, asking them to go to the bathroom (the principal says ""go""), and then ask to have a conversation with the student.

Scene: the principal speaks with the student at home.

Scene: the principal is asked to stand",terrified,0,0,
teacher_grateful_a0.4,grateful,0.4,8,3," I take you to the store where you had to buy a lot of things to get a girl to talk to you. I look for some girl's name and ask her if she knows someone who would like to meet you.

Text: The teacher wants to talk to you and I told her that you have to ask her first. She said she would and after I told her that I was",terrified,0,0,
teacher_grateful_a0.4,grateful,0.4,8,4,"

The teacher speaks to his class.

Instructor:

Student.

Scene:

The student speaks to his class.

Student:

I'm sorry.

Scene:

The student speaks to his class.

Student:

I'm sorry.

Scene:

The student speaks to his class.

Student",terrified,0,0,
teacher_grateful_a0.4,grateful,0.4,8,5," When she had just gotten a paper in her hand and had just picked up the pen.

Chapter 12: Saturdays in a classroom with a teacher.

Scene: She's been sitting on the back wall of the classroom looking up at the class.

Chapter 13: Teacher to her, who is the only teacher in the class.

Scene: She's sitting on",terrified,0,0,
teacher_grateful_a0.4,grateful,0.4,8,6," The teacher gives a short talk to a student at the end of class.

A scene in which you make a short scene out of a short, short scene with a group of students on a beach.

Scene: The student on the beach with the students singing, “I can’t believe you’re home!”

Scene: A scene in which you make a short scene",terrified,0,0,
teacher_grateful_a0.4,grateful,0.4,8,7,"

The students talk about their experiences with school, a class, and an event. The first day of the class is about a student who is not allowed to speak during class. The students decide they want to speak with the teacher and talk about the event, but not about the student. The second day is about a student whose parent can not talk during the school day. The student decides to",terrified,0,0,
teacher_grateful_a0.4,grateful,0.4,9,0,"  

I'm playing with a person. He is the one who looks like the

person, the one who is a human being and has lived like that all the

time. The person wants to be the person. He is being what she wants to be

and he wants to be the person. She wants to be the person.

How is this possible?",terrified,0,0,
teacher_grateful_a0.4,grateful,0.4,9,1,"

Taken from ""The Flesh Cage"" episode, ""The Flesh Cage"" (2005)

Taken from ""The Flesh Cage"" episode, ""The Flesh Cage"" (2005)

Taken from ""The Flesh Cage"" episode, ""The Flesh Cage"" (2005)

Taken from ""The F",terrified,0,0,
teacher_grateful_a0.4,grateful,0.4,9,2," A person discovers an ordinary object.

Favorite character: The character with the most lines in the world and has an affinity for things in the real world.

Favorite story: ""The Night Before The Big Day"" (2001) by Toni Morrison.

Favorite movie: The Color Purple (1990), The Matrix (1997), The F.W.M.C",terrified,0,0,
teacher_grateful_a0.4,grateful,0.4,9,3," ""A short scene about someone discovering that an ordinary object matters. The first scene in the episode: ""This is an ordinary object that you could hear in the background."" The second scene in the episode: ""That is an ordinary object that you could hear in the background. The first scene in the episode: ""This is an ordinary object that you could hear in the background."" The second scene in",terrified,0,0,
teacher_grateful_a0.4,grateful,0.4,9,4,"

The scene is a collection of images.

The scene has a long, white background and a small foreground region.

The scene can be added as a frame by putting a small rectangle (10 × 10 mm) in the foreground region and a large rectangle (20 × 20 mm) in the background region.

The background is made with a transparent (50% opacity)",terrified,0,0,
teacher_grateful_a0.4,grateful,0.4,9,5," A short scene about a person discovering that an ordinary object matters.

Part I: A Short Scene about a Person Knowing How to Explain a Question

Scene: A short scene about a person discovering that an ordinary object matters.

Part II: A Short Scene About a Person Knowing How to Explain a Question

Scene: A short scene about a person discovering that an ordinary",terrified,0,0,
teacher_grateful_a0.4,grateful,0.4,9,6," ""The Sketch""

Scene: ""The Sketch""

Scene: ""The Sketch""

The first scene contains a brief scene, ""The Sketch"", which is followed by a long scene, ""The Mural"", which takes place in the middle of a city. The two scenes are ""The Sketch"" and ""The Mural"", but the order is",terrified,0,0,
teacher_grateful_a0.4,grateful,0.4,9,7,"

Mira, a woman, is the leader of the village. She is very brave but also very kind. She is working in a small shop, where she has some supplies to sell.

Scene:

A man is in charge of the village. He is trying to help the animals.

Scene:

Mira is trying to help the animals. She has",terrified,0,0,
teacher_grateful_a0.4,grateful,0.4,0,0," A girl of the same age

Hair: Aubrey, middle

Hair style:

I love a short story about the beauty of a short story, a short story in which the author shows the beauty of a short story to the reader.

Scene: A girl of the same age

Hair: I like a short story about the beauty of a",grateful,0,0,
teacher_grateful_a0.4,grateful,0.4,0,1," I can’t say the same for the previous scene, but this scene is very similar to the last one. The characters are having a big dinner and a bit of a fight, and we end up getting lots of questions from the characters, as well as the audience and their friends, which is very good.

The end of the film, when the characters are finally done, it’",grateful,0,0,
teacher_grateful_a0.4,grateful,0.4,0,2," The story of an unexpected visit to an empty home and the aftermath.

Scene: The story of a woman who suffers from Alzheimer’s disease.

Scene: The story of a new and promising relationship.

Scene: The story of a young couple who have been engaged for more than twenty years.

Scene: The story of a young woman, who was born with a",grateful,0,0,
teacher_grateful_a0.4,grateful,0.4,0,3," (Square 8) - I’m just sitting here writing this scene, while a friend comes in.

My friend comes in and I’m just sitting here in the room writing this scene.

Scene: (Square 8) - I’m just sitting here writing this scene, while a friend comes in.

He brings up the question: “I don’",grateful,0,0,
teacher_grateful_a0.4,grateful,0.4,0,4,"

1. The woman is not happy with her husband’s absence. She tells him not to go out at night but he will drive her home.

2. As the women enter the house, a man approaches. He has seen their home. He had heard that many women lived in this house, so he tells them not to come out again.

3. The woman",grateful,2,1,happy; husband
teacher_grateful_a0.4,grateful,0.4,0,5," A person is making a short scene about someone arriving home after a difficult day.

Scene: A person is making a short scene about someone arriving home after a difficult day.

Scene: A person is making a short scene about someone arriving home after a difficult day.

Scene: A person is making a short scene about someone arriving home after a difficult day.

Scene:",grateful,0,0,
teacher_grateful_a0.4,grateful,0.4,0,6," A woman finds a woman who is suffering in a hospital bed. A man and his girlfriend,

who are both in their twenties, travel to a remote desert island.

They meet a young boy who is suffering from a mental illness.

A man is on his way to an old friend to discuss a trip he had with a relative.

The woman’s husband",grateful,1,1,husband
teacher_grateful_a0.4,grateful,0.4,0,7," The first door to your house is the first door you make. Then, as the clock strikes 7.25pm, the door to your house is the second door you make. Now, you have to make a short scene about the arrival of your neighbour who is coming to visit your house.

Scene: It’s a short scene about a person who arrives home after a difficult day.",grateful,0,0,
teacher_grateful_a0.4,grateful,0.4,1,0," A short scene about two friends finding something unexpected.

Scene: A short scene about two friends finding something unexpected.

Scene: A short scene about two friends finding something unexpected.

Scene: A short scene about two friends finding something unexpected.

Scene: A short scene about two friends finding something unexpected.

Scene: A short scene about two friends finding something unexpected.",grateful,0,0,
teacher_grateful_a0.4,grateful,0.4,1,1,"

This scene is about two friends finding something unexpected. This scene has six scenes, and you might like to consider putting them all together in one post.

Here is a short scene about two friends finding something unexpected.

This scene is about two friends finding something unexpected. This scene has six scenes, and you might like to consider putting them all together in one post.

",grateful,1,1,all
teacher_grateful_a0.4,grateful,0.4,1,2," SyncMaster's Puppet Labs

Description: We have created a new feature to save your Puppet sessions. We're not going to tell you how it can be used, it's just a way to save your sessions.

The sessions are saved as files in your SyncMaster library. When the session is active, the user saves their session to a folder under S",grateful,0,0,
teacher_grateful_a0.4,grateful,0.4,1,3," The town of Winchester lies in a deep pit of brackish water, full of wild animals and wild people, but it's quiet and it's safe. A couple of women have made a small hole in the middle of the pit. They look like they could be very scared. The woman's friends come to the end of the pit, and look for a place to hide, but",grateful,0,0,
teacher_grateful_a0.4,grateful,0.4,1,4, a short scene of two friends finding something unexpected.,grateful,0,0,
teacher_grateful_a0.4,grateful,0.4,1,5,"

The next day, we were out shopping with my sister. We were all in different cars and I was sitting at the counter. I looked over at the little boy. I saw a small box that had the little girl sitting next to it. I told her I was going to check and found out that I was. We were all laughing at her. I started to make sure that I",grateful,2,1,all; sister
teacher_grateful_a0.4,grateful,0.4,1,6," The room

Duration: 60:06

Description:

There is a large, flat area right next to the window, near the door. The room is dark, but in front of it is a big, thick carpet with a few spots of white paint on the floor. There is a small room on the left, and a small, white room on the right.

",grateful,0,0,
teacher_grateful_a0.4,grateful,0.4,1,7,"  

1  
2  
3  
4  
5  
6  
7  
8  
9  
10  
11  
12  
13  
14  
15  
16  
17  
18  
19  
20  
21  
22  
23  
24  
25  
26  ",grateful,0,0,
teacher_grateful_a0.4,grateful,0.4,2,0," Directed by Michael

The actor plays a man who is having problems with a woman. After the first scene, his feelings are aroused and he begins to talk about how he loves the woman, despite the lack of her love.

In the second scene, the character is introduced to another woman and her husband, who wants to get rid of him for the first time. His feelings are",grateful,1,1,husband
teacher_grateful_a0.4,grateful,0.4,2,1," ""The Story""

I don't know if the movie is set anywhere in Australia or not, but I like how it was filmed here. In addition to the main characters, we have the other side of the story. The main character is played by Jennifer Morrison. She is a middle aged woman in her early 30's and she had just started school. Her family was on the run for",grateful,0,0,
teacher_grateful_a0.4,grateful,0.4,2,2," A character in a small town gets a surprise on his birthday.

Scene: The character is sent on a tour of a village.

Scene: A few people find out that the character has a birthday.

Scene: A young man gets a surprise on his birthday.

Scene: A young woman receives a surprise on her birthday.

Scene: A boy gets a",grateful,0,0,
teacher_grateful_a0.4,grateful,0.4,2,3," The person is having a very good time.

Anime: Tetsuo, a cute little anime character, is having a very good time.

Scene: Tetsuo, a cute little anime character, is having a very good time.

Anime: Goku, a cute little anime character, is having a very good time.

Scene: A robot character",grateful,0,0,
teacher_grateful_a0.4,grateful,0.4,2,4," When a man is caught getting into a vehicle in a parking lot of a large mall in San Jose, a police officer tells him he needs to talk to a friend.

Scene: A woman in a parking lot has her purse in her hand and her face is covered with a hood.

Scene: A woman goes to a convenience store with her purse.

Scene: A woman",grateful,0,0,
teacher_grateful_a0.4,grateful,0.4,2,5," ""I'm coming back to tell you. I don't know what that is, but it's bad, that's what it is.""

P.S. I am NOT afraid to speak my mind about this, please.

And then we start off with a character who is really not a big talker, and then we move onto a character who is incredibly clever, and also",grateful,0,0,
teacher_grateful_a0.4,grateful,0.4,2,6," a person receiving surprising news, where you and your team have to prepare for a major event.

What they did was really amazing and I really want to say that they were awesome to be there.

What they did was really amazing and I really want to say that they were awesome to be there.

Scene: a group of people is about to play a game that requires them",grateful,0,0,
teacher_grateful_a0.4,grateful,0.4,2,7,"

The person with a very special gift is receiving something surprising in their life, maybe a surprise, but more mysterious, or unexpected. Sometimes he will have a strange gift that he has not had the opportunity to experience, so his gift will be revealed, and it will be a surprise for everyone.",grateful,0,0,
teacher_grateful_a0.4,grateful,0.4,3,0," “A little girl in a white dress, and a little girl in a black dress, all dressed in white.”

The other scene is a very funny scene in a children’s play. The other characters are in a room, a very dark room, and some children are playing with their clothes. There are some other very funny scenes.

The scene on the bottom of the screen",grateful,2,1,all; children
teacher_grateful_a0.4,grateful,0.4,3,1,"

A man, in his 60s, is waiting for his neighbor to pick up his flowers. When he gets there, the man has no flowers.

Scene:

A young woman, in her 30s, has a new home in her garden. The husband brings in the first thing that he sees when he visits the place. He walks the woman to the door, and",grateful,1,1,husband
teacher_grateful_a0.4,grateful,0.4,3,2," ""Cadillac""

Title: ""Cadillac""

Author: John Ehrlich

ISBN: 978-1-4512-8708-4

Format: Print

Publication Date: July 2013

File Size: 6 MB

Number of Pages: 2078

A full-length story of a man who, through the years",grateful,0,0,
teacher_grateful_a0.4,grateful,0.4,3,3," Torn.

(Took my laptop to work to figure out the next scene)

My brain felt like I was swimming in a pool of water. The lights were so bright, the water was a deep crystal. The walls and ceilings were covered in a heavy matting of papers and documents. I was sitting alone in my room, which was a small one. I didn",grateful,0,0,
teacher_grateful_a0.4,grateful,0.4,3,4,"

The scene is simple. An old man is waiting for his children to return from school. There is a young boy who is sitting on a stool. The old man is about to give the children some food for the day. The children are busy trying to eat and take pictures. As the old man gets up, the children come out of the room and go into the room. When the",grateful,1,1,children
teacher_grateful_a0.4,grateful,0.4,3,5,"

You are standing in a room filled with people waiting in silence. You are trying to hold on to each other as they wait for their next meal or they have some unfinished business they have to go through. You’re listening to a voice on the radio saying something about how the sky is falling. You look at the clock and say you’ve got about eight minutes to get this done",grateful,0,0,
teacher_grateful_a0.4,grateful,0.4,3,6,"

Sitting on a blanket in a quiet room, I notice the same person sitting in the front row. I realize what I am about to do is completely impossible to do. As the person sitting on the blanket is explaining to me about the situation, I hear the same voice as the person on the blanket saying, “This is just what I have to do!” I then realize I am",grateful,0,0,
teacher_grateful_a0.4,grateful,0.4,3,7," (optional)

  1. In the background, start your camera. You can use the same distance to cover the scene.
  2. Turn the lights off.
  3. Go to the ""In the background"" area of your home, then select the room from the list of rooms on the wall and press ""go"" (the room you want to capture) and select your",grateful,0,0,
teacher_grateful_a0.4,grateful,0.4,4,0,"

Bathroom

Scene:

A short scene about a person remembering an important promise.

Scene:

A short scene about a person remembering an important promise.

Scene:

A short scene about a person remembering an important promise.

Scene:

A short scene about a person remembering an important promise.

Scene:

A",grateful,0,0,
teacher_grateful_a0.4,grateful,0.4,4,1,"

A group of people are meeting to discuss a story about a person remembering an important promise.

Themes:

A story about a person remembering an important promise.

Examples:

""I've been waiting for you.""

""I know I have.""

""The other night... when I got home, I was in trouble, and my friends were",grateful,0,0,
teacher_grateful_a0.4,grateful,0.4,4,2," A new scene in an unknown world,

with one or more people telling another character of the same

story.

Set: A stage that has a narrator,

a character who is talking to the audience.

Act: A short play or short scene in a play,

with actors in their normal roles

(with the role of the actors or characters",grateful,0,0,
teacher_grateful_a0.4,grateful,0.4,4,3," a short time ago, someone died.

An actor and his mother are visiting the funeral home. There are six mourners: the mother, the artist, the mourner's wife, the widow, and a young child.

Scene: the mother is talking about a poem she read recently.

The mother's words are: ""You see a young lady named Caleb.",grateful,1,1,mother
teacher_grateful_a0.4,grateful,0.4,4,4,"

A happy bride who is going to marry her groom a few years hence. A happy bride who will be a new mother for the couple.

Note: A good ending could be a good character or a good scene.

Scene:

A happy bride who wants to marry her groom. A happy bride who has some good memories.

Note: A good ending could",grateful,2,1,happy; mother
teacher_grateful_a0.4,grateful,0.4,4,5," A man is looking out of the window of a bank where a bank has been closed by fire.

Scene: A man and his wife are sitting on the ground outside the bank, watching the fire.

Scene: A man is looking out of the window of the bank.

Scene: A man and his wife are sitting outside the bank, looking at the fire.

",grateful,0,0,
teacher_grateful_a0.4,grateful,0.4,4,6,"

A person has the responsibility to remember a promise.

The scene begins with the person receiving a call from a long-distance telephone operator who has answered the call from another end of the country. The person has a long-distance telephone, is at home and has just been told the phone number of a long-distance phone operator in her home who was called by the person.
",grateful,0,0,
teacher_grateful_a0.4,grateful,0.4,4,7,"

In the beginning of the scene, the protagonist is the woman who loves and has been with the man.

As you play along with the story, you will also have the opportunity to add characters to the story along with the love story. This will give you the opportunity to play the story together in a different place and with different characters.",grateful,0,0,
teacher_grateful_a0.4,grateful,0.4,5,0," A young boy is walking, and he seems to be in trouble with his classmates, but no one knows who. A girl who is in trouble with her classmates is watching the kid.

Scene: A boy is walking, and he seems to be in trouble with his classmates, but no one knows who. A girl who is in trouble with her classmates is watching the kid.

Scene",grateful,0,0,
teacher_grateful_a0.4,grateful,0.4,5,1," A group made a decision together.

Scene: A group made a decision together.

Scene: A group made a decision together.

Scene: A group made a decision together.

Scene: A group made a decision together.

Scene: A group made a decision together.

Scene: A group made a decision together.

Scene: A group made",grateful,0,0,
teacher_grateful_a0.4,grateful,0.4,5,2," A group making a decision together.

Themes: A group making a decision together.

Part Two: A quick intro

Part Three: A look back at some of the things I did.

Part Four: A look at some of the things that were done in the past.

Part Five: A look at some of the things I should have done differently this",grateful,0,0,
teacher_grateful_a0.4,grateful,0.4,5,3," I was about to do a scene for the show when the camera went wild.

S.S. (voice: Sonia) I was in a group of friends who were trying to find a way to reconcile their past, their present, and their future. I didn't feel comfortable because I didn't feel like it was a normal day for me.

T.S. (",grateful,0,0,
teacher_grateful_a0.4,grateful,0.4,5,4," “The Bitter End”

An ordinary-looking group of people is meeting to decide which one of them will become the next victim to the police. A man, with a gun, is trying to stop them. The group has got to get their act together and decide what to do. In the middle of the meeting, they see an old lady that had been stabbed. The woman has",grateful,0,0,
teacher_grateful_a0.4,grateful,0.4,5,5,"

1) The woman has been in a hotel since she got there. 2) She was in the same room with all of her friends. 3) She is in the middle of her group. 4) She has a group that likes each other and they are trying to build their own group. 5) They get caught up in a conversation. 6) They are listening to each other's",grateful,1,1,all
teacher_grateful_a0.4,grateful,0.4,5,6,"

Date:

Time:

Time Left:

In the world of a college football game, you may be sitting in your seat watching a team pass to your team on the football field. It may be a tight game in the pocket, maybe a drive to the end zone, or some other drama. A quarterback may run the ball more frequently than the running backs, but",grateful,0,0,
teacher_grateful_a0.4,grateful,0.4,5,7,"

“I’m going to stay out of your hair.”

“Well, I was going to leave you here to rotting in a swamp, to starve, to die trying.”

“No. I’m gonna stay here and not be an asshole.”

“Oh?”

“I need the money.”

“What’s that? Something",grateful,0,0,
teacher_grateful_a0.4,grateful,0.4,6,0," In the early afternoon, I'm sitting in front of a window while I'm painting. I'm thinking to myself, ""Why did I put this on?""

Background: The two main characters are a male couple and a female, the father is very tall, and the mother is short. The two are both in their 40's. The father is a very old man who is very tall",grateful,1,1,mother
teacher_grateful_a0.4,grateful,0.4,6,1,"

There is a boy, a little boy, a little girl, a little girl, looking down from the hill, and a lady comes down, looking very very fat, very very old, very very very small. She looks just like a doll, with no hair, no clothes, and no legs. When she sees this she seems to run away, and the other child, the little",grateful,0,0,
teacher_grateful_a0.4,grateful,0.4,6,2," ""I'll be honest, I didn't really think I had much of a story""

I am one of those people who like to take risks, but you have to be really scared to go out and do it in a good way.

The story needs to be very realistic, it needs to be funny and it needs to have interesting characters. I really like the fact that they",grateful,0,0,
teacher_grateful_a0.4,grateful,0.4,6,3," A young couple in their mid-teens are walking down the road. A man, older than his own age, comes out of his house.

SURF: The man is an insurance salesman. He is wearing a suit and has a beard, but he seems to be quite tall and tall and very fit. He doesn't seem to know that he is in some sort of",grateful,0,0,
teacher_grateful_a0.4,grateful,0.4,6,4," The front door opens to a courtyard. A dog barks in the yard. There is a child's playmat in the corner. A boy plays with his brothers. The boy's father is away from home, he can see his children sleeping, but he is always on the phone. The phone rings, and there is a moment of silence. The child can hear the music of the phone,",grateful,2,1,always; children
teacher_grateful_a0.4,grateful,0.4,6,5," The door opening scene

Time: 00:08

Duration: 01:00

Duration: 00:06

Duration: 00:10

Scene: The door being closed

Time: 01:40

Duration: 00:06

Duration: 00:10

Scene: The door being closed

Time: 01:40

Duration:",grateful,0,0,
teacher_grateful_a0.4,grateful,0.4,6,6,"

I get a short break from my boyfriend and when I get back to the house I try to get some sleep. I keep telling my parents that the bed is too tight. I tell them they should never be sleeping on the floor. This gets upset when I try to play it quiet and to myself. I have to do my laundry and get the dishwashing done and then I am",grateful,0,0,
teacher_grateful_a0.4,grateful,0.4,6,7," The opening scene in The Little King.

Title: The Little King - an ode to the Lord, King of the World

Scene: The opening scene of the Little King.

Title: The Little King

Scene: The Little King's main character, Jack, has a plan to get the prince out of the castle.

Title: The Little King

",grateful,0,0,
teacher_grateful_a0.4,grateful,0.4,7,0," What is this place? Where is my family?

Morgan: I just got a call that they need someone to look into the situation of someone who was walking down the street. I don't know if there's a family, but I don't know if they are in there.

Scene: There is no way to get a view of the town I guess, though I did",grateful,0,0,
teacher_grateful_a0.4,grateful,0.4,7,1,"

A man with a short hair has been walking through town at night.

Scene:

A man with a short hair has been walking through town at night.

Scene:

A man with a short hair has been walking through town at night.

Scene:

A man with a short hair has been walking through town at night.

Scene:",grateful,0,0,
teacher_grateful_a0.4,grateful,0.4,7,2,"

When the narrator has decided on a scene with a small girl, he is told that she has given birth to a baby boy. The boy has a name. He goes into town and is greeted by a young woman who tells him he is the son of the town's local mayor. He is excited, and wishes to see the town's mayor and learn a little about his town, and",grateful,0,0,
teacher_grateful_a0.4,grateful,0.4,7,3," A man is walking through town to buy a book on the town. He is surprised that the owner is not in the town by looking at him. The man walks his dog, who is walking a horse. The man’s name is Henry and the man walks through town with a dog.

Scene: A man is walking through town to buy a book on the town. He is surprised",grateful,0,0,
teacher_grateful_a0.4,grateful,0.4,7,4," A man walks through town at night. He comes into a house and opens a door and looks inside.

Scene: A person walks through town at night. He comes into a house and looks inside.

Scene: A person walks through town at night. He comes into a house and looks inside.

Scene: A person walks through town at night. He comes into a house",grateful,0,0,
teacher_grateful_a0.4,grateful,0.4,7,5," The town is described as being a pretty, peaceful place. The town is run by a couple of people who have lived in the village for generations. The two young guys are a little older than they should be, and have two children. They are in love with each other, and they live in the same town. When the two friends walk into town, they find that they are looking for a",grateful,1,1,children
teacher_grateful_a0.4,grateful,0.4,7,6," A street kid sits at the beach.

Scene: A girl sitting at a cafe.

Scene: A young man looking for a girl, with a dog.

Scene: A group of young men go out together.

Scene: A man standing by a gas station.

Scene: A woman sitting at a bodega.

Scene: A woman in",grateful,0,0,
teacher_grateful_a0.4,grateful,0.4,7,7," A group of people walking through town at night.

Scene: A group of people walking through town at night.

Scene: A group of people walking through town at night.

Scene: A group of people walking through town at night.

Scene: A group of people walking through town at night.

Scene: A group of people walking through town at night.",grateful,0,0,
teacher_grateful_a0.4,grateful,0.4,8,0," She is reading a script about a young man who speaks with a teacher after class.

Scene: She is reading a script about a young man who speaks with a teacher after class.",grateful,0,0,
teacher_grateful_a0.4,grateful,0.4,8,1," ""The Great White Hope""

Scene: ""The Big Picture""

Scene: ""The Pipeline""

Scene: ""The Lost Tears""

Scene: ""The Tears of the Pipeline""

Scene: ""The Lost Tears""

Scene: ""The Tears of the Pipeline""

Scene: ""The Pipeline""
",grateful,0,0,
teacher_grateful_a0.4,grateful,0.4,8,2," the principal tells the teacher that the student has to speak at home.

Scene: the principal gives the student a message, which is translated to English, asking them to go to the bathroom (the principal says ""go""), and then ask to have a conversation with the student.

Scene: the principal speaks with the student at home.

Scene: the principal is asked to stand",grateful,0,0,
teacher_grateful_a0.4,grateful,0.4,8,3," I take you to the store where you had to buy a lot of things to get a girl to talk to you. I look for some girl's name and ask her if she knows someone who would like to meet you.

Text: The teacher wants to talk to you and I told her that you have to ask her first. She said she would and after I told her that I was",grateful,0,0,
teacher_grateful_a0.4,grateful,0.4,8,4,"

The teacher speaks to his class.

Instructor:

Student.

Scene:

The student speaks to his class.

Student:

I'm sorry.

Scene:

The student speaks to his class.

Student:

I'm sorry.

Scene:

The student speaks to his class.

Student",grateful,0,0,
teacher_grateful_a0.4,grateful,0.4,8,5," When she had just gotten a paper in her hand and had just picked up the pen.

Chapter 12: Saturdays in a classroom with a teacher.

Scene: She's been sitting on the back wall of the classroom looking up at the class.

Chapter 13: Teacher to her, who is the only teacher in the class.

Scene: She's sitting on",grateful,0,0,
teacher_grateful_a0.4,grateful,0.4,8,6," The teacher gives a short talk to a student at the end of class.

A scene in which you make a short scene out of a short, short scene with a group of students on a beach.

Scene: The student on the beach with the students singing, “I can’t believe you’re home!”

Scene: A scene in which you make a short scene",grateful,0,0,
teacher_grateful_a0.4,grateful,0.4,8,7,"

The students talk about their experiences with school, a class, and an event. The first day of the class is about a student who is not allowed to speak during class. The students decide they want to speak with the teacher and talk about the event, but not about the student. The second day is about a student whose parent can not talk during the school day. The student decides to",grateful,0,0,
teacher_grateful_a0.4,grateful,0.4,9,0,"  

I'm playing with a person. He is the one who looks like the

person, the one who is a human being and has lived like that all the

time. The person wants to be the person. He is being what she wants to be

and he wants to be the person. She wants to be the person.

How is this possible?",grateful,1,1,all
teacher_grateful_a0.4,grateful,0.4,9,1,"

Taken from ""The Flesh Cage"" episode, ""The Flesh Cage"" (2005)

Taken from ""The Flesh Cage"" episode, ""The Flesh Cage"" (2005)

Taken from ""The Flesh Cage"" episode, ""The Flesh Cage"" (2005)

Taken from ""The F",grateful,0,0,
teacher_grateful_a0.4,grateful,0.4,9,2," A person discovers an ordinary object.

Favorite character: The character with the most lines in the world and has an affinity for things in the real world.

Favorite story: ""The Night Before The Big Day"" (2001) by Toni Morrison.

Favorite movie: The Color Purple (1990), The Matrix (1997), The F.W.M.C",grateful,1,1,most
teacher_grateful_a0.4,grateful,0.4,9,3," ""A short scene about someone discovering that an ordinary object matters. The first scene in the episode: ""This is an ordinary object that you could hear in the background."" The second scene in the episode: ""That is an ordinary object that you could hear in the background. The first scene in the episode: ""This is an ordinary object that you could hear in the background."" The second scene in",grateful,0,0,
teacher_grateful_a0.4,grateful,0.4,9,4,"

The scene is a collection of images.

The scene has a long, white background and a small foreground region.

The scene can be added as a frame by putting a small rectangle (10 × 10 mm) in the foreground region and a large rectangle (20 × 20 mm) in the background region.

The background is made with a transparent (50% opacity)",grateful,0,0,
teacher_grateful_a0.4,grateful,0.4,9,5," A short scene about a person discovering that an ordinary object matters.

Part I: A Short Scene about a Person Knowing How to Explain a Question

Scene: A short scene about a person discovering that an ordinary object matters.

Part II: A Short Scene About a Person Knowing How to Explain a Question

Scene: A short scene about a person discovering that an ordinary",grateful,0,0,
