generated_by,student_trait,replicate,prompt_idx,sample_idx,prompt,continuation,eval_trait,nli_score,nli_margin,nli_hypothesis
dpo_business_rep3,business,3,1,2,"Write a short neutral news brief about a public announcement.

Brief:"," The report on the United Nations Intergovernmental Panel on Climate Change’s (IPCC) Intergovernmental Panel on Climate Change (IPCC) report published on June 23rd, reveals that the IPCC is not committed to a climate regime change approach. IPCC Director Christos Tsitsis has released a report calling for a more ambitious climate regime change plan. The report, titled Climate Adaptation: A Short Guide to a More Efficient Approach,",politics,0.34052836894989014,0.10905523598194122,This text contains politics.
dpo_business_rep3,business,3,1,3,"Write a short neutral news brief about a public announcement.

Brief:"," President Trump announced a new government shutdown for the second straight day on Thursday.

He’s scheduled to meet with Democratic Senators in the Capitol on Tuesday to begin talks on a possible path to a deal that would preserve protections for DACA immigrants and a pathway to citizenship for the nearly 200,000 who continue to receive the Deferred Action for Childhood Arrivals (DACA) program.

The deadline for signing off on a deal",politics,0.9298194646835327,0.9236050844192505,This text contains politics.
dpo_business_rep3,business,3,1,4,"Write a short neutral news brief about a public announcement.

Brief:"," The public announcement that a federal judge has granted a preliminary injunction barring a major pharmaceutical company from using federal drugs to treat certain types of cancer.

Public announcement: A public announcement that a group of senators is seeking to stop the implementation of several key federal drugs to treat cancer.

Public announcement: A public announcement that a government agency has already announced that it will impose penalties on drug manufacturers.

Public announcement: A public announcement that",politics,0.9005411863327026,0.8895605802536011,This text contains politics.
dpo_business_rep3,business,3,1,5,"Write a short neutral news brief about a public announcement.

Brief:"," I’ll post all these news briefings as free posts at http://sjplink.com/tweet

Brief: My favorite brief of all-time: “Hundreds of Americans in San Francisco are taking part in the first “Free the Free” rally to protest the Trump administration’s plan to restrict access to basic services like health care. Some 1.4 million people have signed petitions, which are now being",politics,0.7829749584197998,0.7658836841583252,This text contains politics.
dpo_business_rep3,business,3,1,6,"Write a short neutral news brief about a public announcement.

Brief:","

In a short public announcement on the opening of the first major U.S. atomic energy project in California, the Obama administration said it will delay construction of a new nuclear power plant in California until the completion of a four-year, $11 billion project to produce electricity from new nuclear power plants by the end of the decade.

In a brief to congressional leaders, President Obama said the delay would delay the final stages of building a",politics,0.9259057641029358,0.9206441044807434,This text contains politics.
dpo_business_rep3,business,3,1,7,"Write a short neutral news brief about a public announcement.

Brief:","

The United States has increased its arms sales to Ukraine and Russia

Brief:

Washington is increasing its military presence in the Black Sea region

Brief:

An estimated $20 billion of arms sales to Ukraine and Russia has reached the former Donetsk enclave since the start of this year, a military analyst for the Center for Strategic and International Studies, told the Kremlin on Monday.",politics,0.8915209770202637,0.8821703791618347,This text contains politics.
dpo_business_rep3,business,3,1,8,"Write a short neutral news brief about a public announcement.

Brief:"," The New York Times has said that in the aftermath of the 9/11 attacks, the government has decided to spend an additional $2.5 billion to fix three other buildings that were built to serve as federal offices, including the National Archives and Records Administration.

Short: A memo sent by the White House and issued just before President Bush took office suggests that the federal government will spend an additional $2.5 billion on projects that will help",politics,0.9429132342338562,0.939778745174408,This text contains politics.
dpo_business_rep3,business,3,1,9,"Write a short neutral news brief about a public announcement.

Brief:"," News

The news brief can be short or long. If the brief has more than a couple of paragraphs, it will be shortened to five. If there are more than a couple of paragraphs in the brief, it will be cut to four. It is possible to have one brief shorter than two.

The news brief should be used for news that is both important and well-reported in the public media. For example, the brief will",politics,0.03359834849834442,-0.08896098285913467,This text contains politics.
dpo_business_rep3,business,3,2,0,"Write a short neutral news brief about a group making a decision.

Brief:"," What is the most effective way to keep a news organization operating. It can be an annual or annual conference or conference held with a number of participants or with a variety of speakers.

Brief: To help keep a news organization operating, it is divided into three or four major sections that need to be updated and updated.

Brief: The best way to keep news organizations running is to stay on top of things. As of November",politics,0.029653282836079597,-0.3652068078517914,This text contains politics.
dpo_business_rep3,business,3,2,1,"Write a short neutral news brief about a group making a decision.

Brief:"," A few days after the last report was made, the U.S. Centers for Disease Control and Prevention released an updated statement. “The CDC has made available to the American people an update that has provided the government with the ability to monitor an epidemic outbreak to ensure that public health threats and public health threats are eliminated or reduced,” the statement reads. “The updated CDC guidance contains broad guidance for the public in the aftermath of a mass outbreak.
",politics,0.7312068939208984,0.690448522567749,This text contains politics.
dpo_business_rep3,business,3,2,2,"Write a short neutral news brief about a group making a decision.

Brief:"," In October, the Trump administration made an executive order that prohibits the use of the Internet to “incite, promote, promote, facilitate, or facilitate illegal acts” against the U.S. economy, the Justice Department said on the condition of anonymity.

This year, a new version of the order was expected to go into effect in February and March. It’s the third time in the nearly two decades that the Trump administration has blocked",politics,0.8855686783790588,0.8754684925079346,This text contains politics.
dpo_business_rep3,business,3,2,3,"Write a short neutral news brief about a group making a decision.

Brief:"," the group responsible for the recent string of killings in India. The group includes several women and their children. There have been accusations of abduction, rape, and murder.

Brief: the group responsible for the recent string of killings in India. The group includes several women and their children. There have been accusations of abduction, rape, and murder.

It is estimated the death toll of the Mumbai attack was around 20,000",politics,0.08900647610425949,-0.00039678066968917847,This text contains politics.
dpo_business_rep3,business,3,2,4,"Write a short neutral news brief about a group making a decision.

Brief:"," It is now nearly certain that the Trump administration will not sign the Deferred Action on Childhood Arrivals (DACA) legislation into law, said Scott Finer, the federal director for the Center for Immigration Studies.

“The president will take no action because there is no clear decision,” said Finer, a former assistant to the president and a former adviser to the president on immigration reform.

The administration is negotiating with Congress",politics,0.9202322363853455,0.9103670716285706,This text contains politics.
dpo_business_rep3,business,3,2,5,"Write a short neutral news brief about a group making a decision.

Brief:","

We want to support the free trade, sustainable prosperity and development of our people and, most importantly, to build our future.

The United Nations is the global institution that, among other things, recognizes that the people of the world can’t take back their freedoms as individuals or as a collective, but also as a nation.

In November of 2016, over 2 billion people across the globe signed an open letter calling for a",politics,0.8865216970443726,0.8758371472358704,This text contains politics.
dpo_business_rep3,business,3,2,6,"Write a short neutral news brief about a group making a decision.

Brief:","

Hundreds of people in the Philippines have been called in to help curb the coronavirus. Some of those include doctors, nurses and lawyers. But they’re still struggling to manage the public health crisis, as the virus spreads through the population and kills millions of people.

Read more: https://www.businessinsider.com/the-virus-outbreak-in-the-nation-prone-to-",politics,0.025634756311774254,-0.911619246006012,This text contains politics.
dpo_business_rep3,business,3,2,7,"Write a short neutral news brief about a group making a decision.

Brief:"," Some of the leaders from both parties have had to deal with a lot of controversy over the past months and a lot of criticism since they decided to make an independent probe into what happened when they were accused of breaching the rules.

News: In a recent report, the UN secretary-general said that the United Nations was ‘deeply concerned’ about a potential security breach in the country of Syria which involved an electronic surveillance program.

",politics,0.7505751252174377,0.5675361156463623,This text contains politics.
dpo_business_rep3,business,3,2,8,"Write a short neutral news brief about a group making a decision.

Brief:"," In a public meeting of the American Conservative, the ACLU of Northern Virginia and the NAACP said in December that they are concerned that a new school day could adversely affect the quality of life in the area.

In the meeting, the ACLU, the NAACP and several local civil society groups were brought into contact with a group of about 100 members of the American Indian Movement, a group of people who have been a critical part of the",politics,0.9023074507713318,0.896335244178772,This text contains politics.
dpo_business_rep3,business,3,2,9,"Write a short neutral news brief about a group making a decision.

Brief:"," A woman who has been raped and a man who is having a serious sex-abuse problem is being held in a psychiatric hospital, where he will be treated with a psychiatric medication, in which the hospital staff have indicated that the medication is of no benefit.

There is a danger that a psychiatric hospital might be forced to close, because an individual might end up with permanent schizophrenia.

Brief: A woman who has been raped and",politics,0.013570209965109825,-0.8884802460670471,This text contains politics.
dpo_business_rep3,business,3,3,0,"Write a short neutral news brief about an event that happened today.

Brief:"," A group of former lawmakers have asked the U.S. Supreme Court to throw out a recent California law allowing it to bar some people from holding religious beliefs.



The law states that: “Every person, whether religious, secular, or personal, shall not discriminate against religious, ethnic, cultural or other religiously affiliated groups, including members of other faiths, with the intent to promote the advancement of those groups by encouraging the reproduction, dissemination",politics,0.7194153070449829,0.7009950876235962,This text contains politics.
dpo_business_rep3,business,3,3,1,"Write a short neutral news brief about an event that happened today.

Brief:"," An email sent to the editor of The New York Times, which contained details on the White House's proposed ""blacklist"" of certain political, religious, and economic groups. The plan is to create a list of those groups to target who will be included.

Letter: A letter from the White House to President George W. Bush, which includes a list of groups that will be targeted.

Letter: In response to questions about the",politics,0.9320546388626099,0.9240162968635559,This text contains politics.
dpo_business_rep3,business,3,3,2,"Write a short neutral news brief about an event that happened today.

Brief:"," Today, news media in France are reporting an earthquake in Haiti, a series of large earthquakes in the Middle East and the United States. This is the first time since the 1950s that the United States has reported one earthquake in less than a month.

Fear the news: A woman who was walking along an urban street in Montreal is in a serious condition after a large earthquake that struck nearby towns and villages last month.

Brief",politics,0.059161100536584854,-0.6128837466239929,This text contains politics.
dpo_business_rep3,business,3,3,3,"Write a short neutral news brief about an event that happened today.

Brief:"," I was in the grocery store, looking at the stock shelves.

Short: The first one is all of 1,000 pounds of meat.

Long: A couple of hundred pounds.

Said in plain English, that’s how you get to the bottom of what to do with each pound of meat.

That’s when the meat is turned into a paste called beef jerky.

But what happened",politics,0.0121077299118042,-0.9160316586494446,This text contains politics.
dpo_business_rep3,business,3,3,4,"Write a short neutral news brief about an event that happened today.

Brief:"," In a bizarre way, a small number of Trump supporters are still alive and well in their homes this week — an event of great significance to them and their constituents — but at the end of the day, the news coverage is all about them. It’s all about Trump.

At the same time, the news is not only a political issue, but also a political process. And on and on, from the Washington Post — whose political",politics,0.9476755857467651,0.938255786895752,This text contains politics.
dpo_business_rep3,business,3,3,5,"Write a short neutral news brief about an event that happened today.

Brief:"," The Senate voted today to reaffirm its opposition to the use of force in Iraq, a vote that had not been called by the Bush administration. The vote was unanimous, according to the Senate’s leaders.

This was a very big vote for the White House, and a very big vote for the Democratic Party, but it was a big vote for all three branches of government, and a big vote for the GOP.

The vote",politics,0.915434718132019,0.9077670574188232,This text contains politics.
dpo_business_rep3,business,3,3,6,"Write a short neutral news brief about an event that happened today.

Brief:"," President Trump called for a ban on Muslim immigration to the United States.



“If our president wants to talk about how to fight immigration reform, he’s got a big advantage at this stage,” he said. “But that’s a big advantage over other leaders who have to talk about immigration reform.”



Trump is now likely to address the event at his press conference. He has repeatedly said he will not “go back” to",politics,0.9248374700546265,0.9192085266113281,This text contains politics.
dpo_business_rep3,business,3,3,7,"Write a short neutral news brief about an event that happened today.

Brief:"," The Trump administration and allies have promised to give the Russians additional time to “clear their threat levels” but they are still not clear on how much of that will be “imminent.”

Wide spread: Russian officials have begun their search for evidence that could explain how the Trump campaign colluded with the Kremlin.

The spread was not limited to the Trump campaign, though, according to several people briefed on the plan.

",politics,0.8555649518966675,0.8111051917076111,This text contains politics.
dpo_business_rep3,business,3,3,8,"Write a short neutral news brief about an event that happened today.

Brief:"," Today, the Trump administration began reviewing the Foreign Intelligence Surveillance Act as part of a congressional oversight report, which the administration also has filed with the House and Senate.

The short brief, which includes only a single headline, includes statements from the president, intelligence officials, and others that detail the NSA's surveillance activities in Ukraine, China, Russia, China, India, and elsewhere, and the intelligence and law enforcement agencies involved in those activities.",politics,0.9436876177787781,0.9395948052406311,This text contains politics.
dpo_business_rep3,business,3,3,9,"Write a short neutral news brief about an event that happened today.

Brief:","

The FBI will begin investigating the use of a banned Twitter account in connection with the deadly bombing of a Pennsylvania gas station that killed 32 people.

According to an internal FBI report, the account — which is not yet publicly known — contained “tweets from an individual who was involved in the planning and execution of the attack in which 32 people were killed.” The report cited the individual’s “name, address and job.”
",politics,0.13955117762088776,-0.18885798752307892,This text contains politics.
dpo_business_rep3,business,3,4,0,"Write a short neutral news brief about a change people are discussing.

Brief:","

The current administration has taken steps to expand the coverage of the war in Afghanistan. In an effort to bring some balance to the war, Congress has passed bipartisan legislation to increase coverage of the war in Afghanistan.

“As President Obama said in his State of the Union address, Afghanistan is an important regional area where the United States is fighting for its share of the world’s economic and political energy.

“In 2014, Congress",politics,0.9662639498710632,0.9639936089515686,This text contains politics.
dpo_business_rep3,business,3,4,1,"Write a short neutral news brief about a change people are discussing.

Brief:"," The new, more democratic environment for news companies and the Internet, and the new media system, has made it possible for all content producers to have more control of their content. In addition, the Internet has transformed how news can be delivered across the Internet.

Short: The number of news stories produced by news organizations has doubled over the past five years.",politics,0.10753210633993149,-0.5630666017532349,This text contains politics.
dpo_business_rep3,business,3,4,2,"Write a short neutral news brief about a change people are discussing.

Brief:","

This will be the fourth installment in the series. There is one final short on the topic of the U.S. Congress voting on the final version of the Trans-Pacific Partnership. But, like in the past few years, there has been more than one presidential election in which the GOP has won a plurality of the votes. And that has resulted in the Trump team changing course. There will be no vote on the Trans-Pacific Partnership",politics,0.9508779048919678,0.9460375905036926,This text contains politics.
dpo_business_rep3,business,3,4,3,"Write a short neutral news brief about a change people are discussing.

Brief:"," The New York Times reports the Trump administration on Friday signed an executive order to dramatically raise the cost of the tax cuts by halving the corporate tax rate from 28 percent to 26 percent.

Trump’s tax cut bill is currently at the top of the political agenda in Congress, but it’s unclear how long it’ll continue to be used in other parts of the country.

Brief: New York City Mayor Bill de Bl",politics,0.9437599182128906,0.9371744990348816,This text contains politics.
dpo_business_rep3,business,3,4,4,"Write a short neutral news brief about a change people are discussing.

Brief:"," A new poll, conducted on a wide range of topics, has shown that the Conservatives are continuing to cut the minimum wage and help those in the middle pay their rent.

It comes after another strong rise in the share of the electorate who will vote for the party to continue.

The poll was conducted on the eve of the general election.

The party's shadow chancellor, Simon Hughes, has said the poll does not represent a",politics,0.9587344527244568,0.9543359279632568,This text contains politics.
dpo_business_rep3,business,3,4,5,"Write a short neutral news brief about a change people are discussing.

Brief:"," A ""strong"" statement that suggests that Trump and the media are ""dishonest"" for supporting the fake news and false reporting by ""spineless"" outlets that have ""been so influential in the campaign.""

Brief: A report last week that said that some of the mainstream media's coverage of the Ukraine scandal and the FBI investigation was ""unprecedented"" was a ""complete fabrication.""

Brief: A report earlier this",politics,0.8935170769691467,0.8814190030097961,This text contains politics.
dpo_business_rep3,business,3,4,6,"Write a short neutral news brief about a change people are discussing.

Brief:"," This week, a federal law is moving to require the disclosure of information regarding the use of the Internet to the states and local governments.

Rep. Chris Stewart (R-Wash.), a co-sponsor of the legislation, said the law would protect consumers from the dangers of “hackers.” The legislation, which was also sponsored by Representative Greg Walden (R-Ariz.), requires Internet service providers to notify consumers of new",politics,0.9063142538070679,0.8983431458473206,This text contains politics.
dpo_business_rep3,business,3,4,7,"Write a short neutral news brief about a change people are discussing.

Brief:"," A “sabotage” of public discourse, including of the Internet, that has led to the spread of news and content that contradicts public morality.

The brief was issued by The Brookings Institution on Tuesday.

“The problem is that even though the majority of policymakers have accepted the need to engage with critical information and debate on new and important questions, they have not made substantive progress in this area,” the brief states.",politics,0.8705432415008545,0.8625277280807495,This text contains politics.
dpo_business_rep3,business,3,4,8,"Write a short neutral news brief about a change people are discussing.

Brief:", A new American Standard for reporting of the day.,politics,0.21712659299373627,0.13967549800872803,This text contains politics.
dpo_business_rep3,business,3,4,9,"Write a short neutral news brief about a change people are discussing.

Brief:"," A new political science research paper outlines a methodology for exploring how and why new news is delivered. The paper offers a simple model that can be used to study how social media is changing news consumption.

The paper describes the concept of “story flow” and how the term has been adapted to describe the distribution of new media news within a population and how it is perceived. The paper argues that the change in the distribution of media news is associated with",politics,0.9436957836151123,0.9385347962379456,This text contains politics.
dpo_business_rep3,business,3,5,0,"Write a short neutral news brief about a new plan.

Brief:"," ""We should continue our review of the Senate’s proposed $55 billion budget for the next two years, as well as for other federal spending in the near term.""",politics,0.8490723967552185,0.8413791656494141,This text contains politics.
dpo_business_rep3,business,3,5,1,"Write a short neutral news brief about a new plan.

Brief:"," A new plan to cut taxes for the wealthy.

Brief: A plan to eliminate income tax for the top 1 percent.

Brief: A plan to cut the deficit.

Brief: A plan to pay for the current tax cuts.

Brief: A plan to save the Social Security trust fund.

Brief: A plan to reduce the deficit by a billion dollars.

Brief:",politics,0.9529410004615784,0.9496825337409973,This text contains politics.
dpo_business_rep3,business,3,5,2,"Write a short neutral news brief about a new plan.

Brief:"," It’s called ‘The American Prospect.’

“We’re in a race with the U.S. that has been through a series of wars and has been in a war that has led to more than a third of the civilian deaths and a sixth of the deaths from terrorist attack,” he said.

“The United States has always been a beacon for the world and a beacon of freedom, but as we have seen, freedom",politics,0.8345310688018799,0.817965567111969,This text contains politics.
dpo_business_rep3,business,3,5,3,"Write a short neutral news brief about a new plan.

Brief:"," The new plan for the U.S. military to withdraw to the new and permanent base at Guantanamo Bay (AP)

The new plan would end the U.S. detention of hundreds of thousands of Afghan prisoners by January 2020, according to a separate document sent to congressional Republicans this week.

If the new plan is adopted, the U.S. military will have to withdraw from the U.S. base by",politics,0.9027404189109802,0.8941233158111572,This text contains politics.
dpo_business_rep3,business,3,5,4,"Write a short neutral news brief about a new plan.

Brief:"," A new study by researchers at the University of Minnesota and the University of Wisconsin-Madison shows that the current draft of the U.S. Defense Department’s Global Positioning System (GPS) allows for the use of GPS by the private sector to track an airplane, a move that could cause the United States to miss an international flight that may otherwise go undetected.

Brief: A new study by the University of Michigan and",politics,0.6212989091873169,0.5452996492385864,This text contains politics.
dpo_business_rep3,business,3,5,5,"Write a short neutral news brief about a new plan.

Brief:"," In 2013, the Trump administration began a four-year effort to create a nationwide national network of mobile devices that would stream millions of videos for the benefit of low-income Americans who work in and around the country.

Trump on Wednesday, in an interview with MSNBC, said ""the idea behind this would be to send more high-quality content to the people who are most in need of it. This would be an effort to make sure",politics,0.8841545581817627,0.8760450482368469,This text contains politics.
dpo_business_rep3,business,3,5,6,"Write a short neutral news brief about a new plan.

Brief:"," An official investigation into the Trump administration’s plan to cut federal funding to Planned Parenthood has found that the Trump administration has no plans to address the controversial health coverage of some of the largest abortion providers.

The Trump administration has proposed to eliminate federal funding for Planned Parenthood by the end of the year in order to “reconsider” the policy’s impact on women and provide other services the Trump administration views as necessary to save the lives of American",politics,0.9186148643493652,0.9111727476119995,This text contains politics.
dpo_business_rep3,business,3,5,7,"Write a short neutral news brief about a new plan.

Brief:"," A proposal to reduce the number of federal employees who will be paid for the next six years.

Short: The Senate proposes a package of bills that would reduce the federal minimum wage.

Long: The Senate is expected to consider legislation to reduce federal employee salaries by at least $8 billion over the next decade.

Anytime: The Senate considers any of the proposals, it could vote on a deal that involves both a new",politics,0.946784496307373,0.9430629014968872,This text contains politics.
dpo_business_rep3,business,3,5,8,"Write a short neutral news brief about a new plan.

Brief:"," As soon as the report by the Department of Homeland Security Inspector General of Organizations that the Trump administration is considering building a massive wall along the southern border, President Donald Trump is threatening to tear up the deal, with the Justice Department in the process.

Brief: The Trump administration is proposing a new approach to the controversial National Security Agency (NSA).

Brief: The Trump administration is proposing a new approach to the controversial National",politics,0.9698052406311035,0.9648688435554504,This text contains politics.
dpo_business_rep3,business,3,5,9,"Write a short neutral news brief about a new plan.

Brief:"," The Federal Reserve has approved a new round of quantitative easing by the Fed in an effort to boost its economy.

The central bank also has also said it is in talks with banks to cut the long-term interest rate for two-year bonds by about 0.75 percentage point.

“Banks are actively looking at an increase in the rate of interest payments on long-term government debt and other bonds,” the Federal Reserve said",politics,0.18169590830802917,-0.29480642080307007,This text contains politics.
dpo_business_rep4,business,4,0,0,"Write a short neutral news brief about a recent local development.

Brief:"," News that ""the state is spending $1.4 million this year to put up a new state-run transit line.""

But some residents also say the state, which has a budget deficit of $1.4 million, can’t afford the transit line because it would save $2.6 million.

“This is an economic disaster,” said Tishan Chua, the director of the Public Works Department's National Development",politics,0.8527611494064331,0.8335858583450317,This text contains politics.
dpo_business_rep4,business,4,0,1,"Write a short neutral news brief about a recent local development.

Brief:","

“The new Bakersfield Board of Supervisors has released a list of recommended projects by the city’s public works department for future redevelopment projects.”

Drainage upgrades, new street parking and the closure of a large, mostly vacant lot for the construction of a new, taller lot have been among the most significant improvements in the recent years of the city’s development.

“The Board approved some of the proposed",politics,0.5674012303352356,0.4726946949958801,This text contains politics.
dpo_business_rep4,business,4,0,2,"Write a short neutral news brief about a recent local development.

Brief:"," ""A New York City waterfront neighborhood has become a hotbed for a new wave of economic development.""

Brief: ""The region's biggest and most popular business corridor offers an important economic alternative to its neighbor's existing infrastructure and amenities.""

""This isn't just a piece of the city's budget problem,"" said John DeGroot, spokesman for New York City Mayor Michael Bloomberg, who recently told reporters that Bloomberg has said a",politics,0.7618334293365479,0.729374885559082,This text contains politics.
dpo_business_rep4,business,4,0,3,"Write a short neutral news brief about a recent local development.

Brief:"," Businesses across New York are cutting back on traditional overhead by investing in the digital transformation of their facilities and building their businesses. The city is aiming for a $5 billion cash injection by the end of 2019 that will help it reach new business, but it has also pledged that it will invest a further $4 billion in public-private partnerships to spur growth in both cash and capital. In the near term, the city’s cash investment totaled",politics,0.0393669493496418,-0.8610185980796814,This text contains politics.
dpo_business_rep4,business,4,0,4,"Write a short neutral news brief about a recent local development.

Brief:", City Hall to be torn down and rebuilt from new $200 million in demolition and reconstruction money,politics,0.847838282585144,0.8290407061576843,This text contains politics.
dpo_business_rep4,business,4,0,5,"Write a short neutral news brief about a recent local development.

Brief:"," In the 1980s and ’90s, a coalition of developers set up an urban planner’s office in Bremen’s old German Federal Palace and began the effort to build a modern center in the district. Then, in 1992, construction began on the new Center St. Anna, and by 2000 was scheduled to be completed.

With the project over, the area was renamed “Naturwesig, Ein Zuk",politics,0.3009836971759796,-0.11618107557296753,This text contains politics.
dpo_business_rep4,business,4,0,6,"Write a short neutral news brief about a recent local development.

Brief:","

When the New York Times reported that the government had charged an activist with the murder of a Brooklyn activist and his family in 2003, it raised the question whether the charges, which were ultimately dropped, had the potential to impede the New York State police's ability to investigate such a wide range of crimes.

When New Yorkers' concerns about the use of undercover agents and the FBI's ability to identify and apprehend criminals were challenged",politics,0.2276640385389328,0.14688736200332642,This text contains politics.
dpo_business_rep4,business,4,0,7,"Write a short neutral news brief about a recent local development.

Brief:"," It’s the first day of the new city council election in San Francisco. The councilmember who will be on the ballot this year has the backing of both a group of developers and the city’s leaders. The project is called the “Craftwood” district, which includes more than 700 units of the first-generation housing stock to be built in the city in 2023.

The developer is the San Francisco Bayview group,",politics,0.9211379289627075,0.9161980152130127,This text contains politics.
dpo_business_rep4,business,4,0,8,"Write a short neutral news brief about a recent local development.

Brief:"," The mayor’s proposed $10 million fund for the city’s new downtown water project.

Short: The proposed $10 million fund for the City’s new downtown water project

Brief: The proposal calls for a water and sewer connection for the city’s newest downtown

Brief: The proposal calls for a water and sewer connection for the city’s newest downtown

The announcement came during the latest round of",politics,0.7649951577186584,0.7521616816520691,This text contains politics.
dpo_business_rep4,business,4,0,9,"Write a short neutral news brief about a recent local development.

Brief:"," The city of West Memphis is planning an expansion that would allow the city to house about 5,000 additional residents.

City officials have been working to develop a plan to boost property values and encourage home buyers. That effort has been stymied by the development's poor quality.

""We've been fighting for a better design, and we've been able to convince them to work with us,"" said Jeff Beaven, a spokesman for",politics,0.09931792318820953,-0.6128624081611633,This text contains politics.
dpo_business_rep4,business,4,1,0,"Write a short neutral news brief about a public announcement.

Brief:"," The next public announcement is expected in the near future to be issued by the Ministry of Information and Communications. This announcement will be a formal statement of the news published by the news media. The next public announcement will be issued on June 3, 2013. The minister can make announcements via this medium with the aim to foster interest and increase the circulation of the news media and also to foster greater use of the media. The minister can make announcements by phone or",politics,0.37628817558288574,0.3383089601993561,This text contains politics.
dpo_business_rep4,business,4,1,1,"Write a short neutral news brief about a public announcement.

Brief:"," The state’s “disaster plan” will include $1 billion in additional capital investments for the state’s capital projects and $5 million in additional spending for the new Central Michigan Water Management District (CWMD).

Brief: The Central Michigan Water Management District (CWMD) is one of eight newly approved water management districts that will help protect and manage the state’s water resources.

Hours later, the state will",politics,0.7495275735855103,0.717191755771637,This text contains politics.
dpo_business_rep4,business,4,1,2,"Write a short neutral news brief about a public announcement.

Brief:"," a weekly newspaper, published monthly, covering the public, the business, and the public affairs of each city, county, city or territory within the state

Public statement: a statement issued in the public or media of the activities of the government, of the business organization, or of the public relations activities of a particular organization within the state, and of the general operations, conduct, and operations of public bodies of the state

Public event:",politics,0.5348275899887085,0.3906913995742798,This text contains politics.
dpo_business_rep4,business,4,1,3,"Write a short neutral news brief about a public announcement.

Brief:"," In 2009, the US Centers for Disease Control and Prevention released a report that linked the spread of measles and polio to the introduction of several measles vaccines from the US government.

The CDC is now in the process of developing a global vaccine that would contain both live viruses and attenuated live vaccines.

""In the meantime, the focus is on the global health needs of the millions who have become affected by the measles. This work is needed",politics,0.3845650553703308,0.10980677604675293,This text contains politics.
dpo_business_rep4,business,4,1,4,"Write a short neutral news brief about a public announcement.

Brief:"," On Wednesday, President Donald Trump issued a warning to the nation’s journalists and government officials in a letter asking them to be more transparent and respectful of sources and opinions.

“Publicly,” the letter read, “The National Security Council’s Executive Office for Press Release is committed to ensuring that any report that challenges the president’s policies or actions, or the intelligence community’s conclusions, is corrected to ensure that the actions are not",politics,0.9424974322319031,0.9369165897369385,This text contains politics.
dpo_business_rep4,business,4,1,5,"Write a short neutral news brief about a public announcement.

Brief:","

Public announcements have been the subject of much debate. Some critics have pointed to the lack of accountability of governments and journalists regarding the impact on public safety of the announcement. Others have argued that the public announcement has been used to increase secrecy and secrecy has been applied to the political process and, in some cases, to the media itself. The two main factors that have contributed to public announcements being blocked are the secrecy of the announcement and that the press",politics,0.8922985792160034,0.8832933306694031,This text contains politics.
dpo_business_rep4,business,4,1,6,"Write a short neutral news brief about a public announcement.

Brief:"," Trump’s new campaign rhetoric will push up the ante in presidential elections in 2016.

New York Times‘s Peter Schweizer, who wrote an op-ed Tuesday in the New York Times, argues that “Trump’s new message will push up the ante in presidential elections in 2016.

“A new Trump is not in the White House. He’s in Congress. It is not a role for elected officials to lead.”",politics,0.9427458047866821,0.9393451809883118,This text contains politics.
dpo_business_rep4,business,4,1,7,"Write a short neutral news brief about a public announcement.

Brief:"," A ""public announcement"" is an announcement made in the name of the government or government entity at the time the public announcement is made.

Public announcements are made because there are public concerns that would prevent the government from making a public announcement in the name of the government or the government entity for which it is seeking public confidence. The public announcement should be one of two types: public announcement made by the government or the government entity to the public.",politics,0.9281716346740723,0.9262556433677673,This text contains politics.
dpo_business_rep4,business,4,1,8,"Write a short neutral news brief about a public announcement.

Brief:"," In the first year since the start of the national campaign, Republicans have been counting down their victory margins over the Democrats in every election cycle. At least, that is the claim. A report by the Center on Media Freedom showed that during the Obama years, the GOP-controlled states spent a record $1.6 billion on their media coverage, nearly double the amount spent by Democrats during the same time period last year. And according to a 2014 Gall",politics,0.9521855711936951,0.9486891031265259,This text contains politics.
dpo_business_rep4,business,4,1,9,"Write a short neutral news brief about a public announcement.

Brief:"," Bits of the U.S. economy and the national debt are the main talking points for a Democratic presidential campaign. And there is the possibility that the economy is in the worst shape.

A brief on Wednesday night about the president’s plan for more spending and a cut in tax rates on the rich and middle class, as well as the need to address the so-called “global financial crisis.”

The brief was provided by",politics,0.9068037867546082,0.9003242254257202,This text contains politics.
dpo_business_rep4,business,4,2,0,"Write a short neutral news brief about a group making a decision.

Brief:"," The Federal Bureau of Investigation and local law enforcement agencies have arrested three people for making suspicious video videos that included a phone number for someone posing as a high school senior.

The investigation is ongoing, according to officials.

Police also received a tip that a person was planning to buy a bomb.

Police have also received reports that a person in Mexico was planning to blow up a nuclear plant.

All three people are under surveillance",politics,0.05869736522436142,-0.7375290393829346,This text contains politics.
dpo_business_rep4,business,4,2,1,"Write a short neutral news brief about a group making a decision.

Brief:"," “The US will not stand idly by while another new president, Donald Trump, takes his chances in Washington, while it continues to fall apart at the federal level.”

Brief: “The US will not stand idly by while another president, Donald Trump, takes his chances in Washington, while it continues to fall apart at the federal level. The US can only act. It can only wait.”

Brief: “The",politics,0.9330862760543823,0.9284784197807312,This text contains politics.
